idx,prompt,gold,generated_response,bleurt_score,hallucination_label,llm_hallucination_label
2313,Answer the question concisely. Q: Which English town is situated close to the most easterly point of the United Kingdom ? A:,"['London Road North', 'Lowestoft Lighthouse', 'Belle Vue Park (Lowestoft)', ""Sparrow's Nest"", 'Lowestoft Mayor', 'The britten centre', 'Lowestoft, Suffolk', 'The Britten Centre', 'Lowestoft', 'LOWESTOFT', 'London Road North Shopping Precinct']", Lowestoft.,0.8585155010223389,0,0
2314,Answer the question concisely. Q: Wolframite is the most abundant ore of which metal called wolfram in Swedish? Having the chemical symbol W and Atomic Number 74 it is widely used in light bulbs and X Ray tubes. A:,"['Tungstenic', 'Tungsten alloy', 'Wolframium', 'Tungston', 'Tungsten carbonate', 'Tungsten compounds', 'Tungsten processing', 'Wolfram (element)', 'TUNGSTEN', 'Element 74', 'Tungsten', 'Tungsten Mining', 'Tungstem', 'W (element)']", Tungsten.,0.8559316396713257,0,0
2315,Answer the question concisely. Q: Which city was visited by Prince William in March 2011 after suffering two earthquakes in the preceeding six months? A:,"['Port Cooper Plains', 'Christchurch New Zealand', 'Christchurch, Canterbury, NZ', 'Christchurch, Tasmania', 'Christchurch (New Zealand)', 'Christchurch, Canterbury', 'Chrischurch', 'ChCh', 'Christchurch, New Zealand', 'CHRISTCHURCH', 'Greater Christchurch Urban Development Strategy', 'Ōtautahi', 'Christchurch', 'Otautahi', 'ChristChurch', 'Christchurch NZ', 'Christchurch (city)', 'Christ Church, New Zealand', 'UN/LOCODE:NZCHC', 'Christchurch, NZ', 'Christchurch, Canterbury, New Zealand']"," Christchurch, New Zealand.",0.8699487447738647,0,0
2316,"Answer the question concisely. Q: Which Basidon based company, adopting its current name in 1934, was the first to offer an alternative telephone service through its subsidiary, Mercury, to British Telecom in the mid 1980's? A:","['Cable & Wireless plc', 'Cable & Wireless', 'CABLE & WIRELESS', 'Cable and Wireless']", Mercury Communications.,0.13633015751838684,1,1
2317,Answer the question concisely. Q: How many dominoes are there in a double six set? A:,"['28', 'twenty-eight']", 28.,0.39465832710266113,1,0
2318,Answer the question concisely. Q: What is the correct title of the 1967 hit by Keith West that is often called Grocer Jack? A:,"['Grocer Jack (Excerpt from A Teenage Opera)', 'Excerpt from A Teenage Opera', 'Grocer Jack', 'EXCERPT FROM A TEENAGE OPERA']", Grocer Jack.,0.8855407238006592,0,0
2319,"Answer the question concisely. Q: Usually made of plastic, which transparent instrument, in the shape of a triangle with one angle at ninety degrees, is used for drawing angles on paper? A:",['SET-SQUARE'], pro,0.02243185043334961,1,1
2320,"Answer the question concisely. Q: Sharing his surname with a biblical character, which footballer scored the deciding goal in the 1967 FA Cup Final? A:","['Frank Saul (disambiguation)', 'Frank Saul', 'FRANK SAUL']", Geoff Hurst.,0.17410406470298767,1,1
2321,Answer the question concisely. Q: In which year was the battle of Rorke's Drift? A:,"['one thousand, eight hundred and seventy-nine', '1879']", 1879.,0.6931848526000977,0,0
2322,"Answer the question concisely. Q: Becoming very famous in 1970, what is the much more famous name of Rosemary Brown who was born on August 30th 1951, since marrying in 1978 her name has become Rosemary Scallon? A:","['Dana', 'Dana (disambiguation)', 'DANA', 'Dana (singer)']", She is now known as Sister Ann,0.3023219108581543,1,1
2323,Answer the question concisely. Q: What is now Africa's biggest country in terms of land area after the split of Sudan? A:,"['Popular Democratic Republic of Algeria', 'AlgeriA', 'Name of Algeria', ""Algerian People's Democratic Republic"", 'Al-Jumhūrīyah al-Jazā’irīyah', 'الجزائر', 'Algeria country', 'Algerie', 'ISO 3166-1:DZ', 'Algeria', 'Algerian Peoples Democratic Republic', 'Dzayer', 'Administrative divisions of Algeria', 'People’s Democratic Republic of Algeria', ""People's Democratic Algerian Republic"", 'Ad-Dīmuqrāṭīyah ash-Sha’bīyah', 'ALGERIA', 'Subdivision of Algeria', ""Al Jumhuriyah al Jaza'iriyah ad Dimuqratiyah ash Shabiyah"", 'Subdivisions of Algeria', 'Algérie', 'Etymology of Algeria', 'Algerian State', 'République algérienne démocratique et populaire', 'Republic of Algeria', ""People's Republic of Algeria"", 'Algery', ""Al-Jumhuriyah al-Jaza'iriyah"", ""People's Democratic Republic of Algeria"", 'الجمهورية الجزائرية الديمقراطية الشعبية', ""Ad-Dimuqratiyah ash-Sha'biyah""]", Sudan.,0.3711239695549011,1,1
2324,"Answer the question concisely. Q: Whose statue, situated in Grafton Street in Dublin is known as 'the tart with the cart'? A:","['Cockles and Mussles', 'Cockles And Mussels', 'Mollie Malone', 'Cockles & Mussels', 'MOLLY MALONE', 'Cockles and Mussels', 'Molly Malone', 'Cockles and mussels', ""In Dublin's Fair City""]", Molly Malone.,0.8657187223434448,0,0
2325,"Answer the question concisely. Q: ""What disease do the French call """"la Rage""""?"" A:","['Rabies', 'Rabes', 'Symptoms of rabies', 'Rabbies', 'כלבת', 'Tollwut', 'Rabies, animal', 'Rabies serum', 'ATC code J06AA06', 'HDCV', 'Rabies, human', 'RABIES', 'Canine madness']"," ""Rabies.""",0.744083046913147,0,0
2326,"Answer the question concisely. Q: ""Which product was promoted with the slogan """"Full of Eastern Promise""""?"" A:","[""Fry's Turkish Delight"", ""FRY'S TURKISH DELIGHT""]"," ""The product was promoted with the slogan """"Full of Eastern Promise"""".""",0.18750250339508057,1,1
2327,"Answer the question concisely. Q: ""Which book of the New Testament, as with Genesis, starts with the words """"In the beginning ...."""" ?"" A:","['Gospel Of John', 'Gospel according to John', ""John's Gospel"", 'John 20:28', 'Book of John', 'Gospel According to Saint John', 'Book of jon', 'Gospel of St John', 'John 1:5', 'Gospel of John', 'Gospel According to John', 'John 7', 'Anti-Semitism in the Gospel of John', 'Gospel acccording to John', ""St. John's Gospel"", 'Gospel according to Saint John', 'John 1:29', 'John 21:15-19', 'Gospel of St. John', 'According to John', 'Gospel of john', 'Fourth gospel', 'John (book)', ""St John's Gospel"", 'Gospel according to john', 'Jhn.', 'The Gospel According to John', 'The Fourth Gospel', 'Servant of sin', 'John 11:25', 'Fourth Gospel', 'Monarchian Prologue', 'John 11', 'John 10', 'John 12', 'Gospel of St.John', 'Book of john', 'John 19', 'John 18', 'John 10:3', 'The Gospel of John', 'Gospel of Saint John', 'GOSPEL OF ST JOHN', 'The Gospel according to John', 'Gospel according John']"," ""The Gospel of John.""",0.8705152273178101,0,0
2328,Answer the question concisely. Q: In which English city will you find the Ashmolean museum? A:,"['Oxford, england', 'Oxeford', 'Lion Brewery (U.K.)', 'Oxford, UK', 'Oxford astrophysics', 'City of Dreaming Spires', 'Oxford, England', 'Oxford (England)', 'Oxford', 'Oxford, Oxfordshire', 'The Dreaming Spires', 'City of Oxford', 'UN/LOCODE:GBOXF', 'OXFORD', 'City of dreaming spires', 'Ford of the Oxen', 'County Borough of Oxford', 'The weather in Oxford', 'Oxford, United Kingdom', 'Morrells brewery', 'The city of dreaming spires', 'Oxenaforda']", Oxford.,0.5860657095909119,0,0
2329,Answer the question concisely. Q: Who allegedly solved the riddle of the Gordian knot simply by slicing it with his sword? A:,"['Μέγας Ἀλέξανδρος', 'Alexandrian period', 'Αλέξανδρος ο Μέγας', 'Iskander the Accursed', 'Alexander Magnus', 'Alexander of Macedonia', 'Alexander Macedonian', 'Megas aleksandros', 'Alexander the Great', 'Great Alexander', 'Sikandar Mahan', 'ALEXANDER THE GREAT', 'Sikunder', 'Alexnader the great', 'Alexandrian Empire', 'Alexander The Great', 'Alexandrian era', 'Alexandros the Great', 'Letter to Darius III', 'Aleksander the Great', 'Ἀλέξανδρος ὁ Μέγας', 'Alexander the graet', 'Alexandros III of Macedon', 'Alexander III of Macedon', 'Letter to Darius II', 'Alex the great', 'Alexander the Macedonian', 'Sikandar-e-Azam', 'Alexander-the-great', 'Iskandar Zulkarnain', 'Aleksandar ī Hrōmāyīg', 'Aléxandros ho Mégas', 'AlexanderTheGreat', 'Alexander the great']", Alexander the Great.,0.8715687990188599,0,0
2330,Answer the question concisely. Q: Which London theatre used to boast 'We Never Close'? A:,"['Windmill', 'WindMill', 'Windmills', 'Wind wheel', 'Wind-Mill', 'Wind-mill', 'Wind mill', 'WINDMILL', 'Wind Mill', 'Sectional windmill', 'Wind wheels', 'Windmill tower', 'Eolian generator', 'Æolian generator', 'Aeolian generator']", The Old Vic.,0.08160369098186493,1,1
2331,Answer the question concisely. Q: Which was the first commercial jet airliner to go into service in the UK? A:,"['Cometary nuclei', '☄', 'Disconnection event', 'COMET', 'Dirty snowball model', 'Long period comet', 'Tail (comet)', 'Dark comet', 'Dirty snowball theory', 'Dirty snowball hypothesis', 'Short-period comet', 'Black comets', 'Short period comets', 'Halley-type comet', 'Long-period comet', 'Comet Tails', 'Jupiter family', 'Plasma tail', 'Comet', 'Jupiter-family comet', 'Jupiter family comet', 'Comets', 'Dirty snowball', 'Comet tails', 'A1 comet', 'Coma (astronomy)', 'Commet', 'Coma (comet)', 'Cometary']", The Vickers Viscount.,0.21941351890563965,1,1
2332,Answer the question concisely. Q: Which geological perioed falls between the Triassic and the Cretaceous periods? A:,"['Dinosaur types of the jurassic', 'Jurassic Era', 'JURASSIC', 'Jurassic', 'Jurasic', 'Jurassic Period', 'Jurassic ( geology)', 'Jurassic period', 'Jurassic era', 'Jurassic System', 'Jurrasic']", The Jurassic period.,0.7056061029434204,0,0
2333,Answer the question concisely. Q: Which was the earliest London underground line? A:,"['Met line', 'Metropolitan line', 'METROPOLITAN LINE', 'Metropolitan Line']"," The Metropolitan Railway, which opened in 1863.",0.3628687262535095,1,1
2334,Answer the question concisely. Q: Which opera by Borodin features the Polovtsian Dances? A:,"['Prince Igor', 'PRINCE IGOR']", Prince Igor.,0.8730430603027344,0,0
2335,Answer the question concisely. Q: Which European country switched to driving on the right in 1967? A:,"['Swedish sin', 'Swea Region', 'Sverige', 'Swedish origin', 'Schweden', 'Kingdom of Sweden', 'SWEDEN', 'Etymology of Sweden', 'Mainland Sweden', 'Konungariket Sverige', 'Ulf Bergman', 'Swedish climate', 'Sweden', 'Climate of Sweden', 'ISO 3166-1:SE', 'Sveden', 'Suecia', 'Swedish realm', 'Zweden']", Sweden.,0.5763473510742188,0,0
2336,Answer the question concisely. Q: Kurt Russell is the long term partner of which actress? A:,"['Goldie Hahn', 'Ashes to Ashes (Goldie Hawn film project)', 'Goldy Hawn', 'Ashes to Ashes (2010 film)', 'GOLDIE HAWN', 'Goldie Hawn', 'Goldie Jean Hawn']", Goldie Hawn.,0.8883990049362183,0,0
2337,Answer the question concisely. Q: What is the first name of Madame Bovary in Flaubert's 1856 novel? A:,"['Emma (singer)', 'Emma (1996)', 'Emma', 'Emma (1996 movie)', 'Emma (film)', 'Emma (disambiguation)', 'EMMA', 'Emma (1996 film)']", Emma.,0.5760599374771118,0,0
2338,Answer the question concisely. Q: Daniel Casey played the role of Detective Sergeant Troy in which TV series? A:,"['Midsummer Murders', 'MIDSOMER MURDERS', 'Detective Sergeant Ben Jones', 'Midsomer (Fictional county)', 'MidSomer Murders', 'Midsomer Murders', 'Mudsummer murders', 'Midsomer (fictional county)', 'Midsommer Murders']", Midsomer Murders.,0.8805021047592163,0,0
2339,Answer the question concisely. Q: Which Scottish engineer gave the first public demonstration of TV? A:,"['John L. Baird', '(John Logie) BAIRD', 'Electromechanical TV', 'Electromechanical tv', 'Baird Television Ltd.', 'John Logie Baird Ltd', 'Logie Baird', 'John Logie Baird Centre', 'John Logie Baird']", John Logie Baird.,0.8863208293914795,0,0
2340,Answer the question concisely. Q: Who is the Greek God of War? A:,"['ARES', 'Ares (disambiguation)']", Ares.,0.34764212369918823,1,0
2341,"Answer the question concisely. Q: In Greek mythology, who fell in love with his own statue of a woman? A:","['Pygmalion', 'PYGMALION', 'Pygmalian', 'Pigmalion', 'Pygmalion (disambiguation)']", Pygmalion.,0.8980116248130798,0,0
2342,"Answer the question concisely. Q: What name is given to the soft spots on a baby's head which, during birth, enable the bony plates of the skull to flex allowing the child's head to pass through the birth canal? A:","['Fonticulus', 'Fontanel', 'Soft spot', 'Fonticuli cranii', 'Fontanell', 'Fontanelle', 'Depressed fontanelle', 'Fontanelles', 'FONTANELLE', 'Soft spots', 'Fonticuli', 'Fontanels']", Fontanelles.,0.8659757971763611,0,0
2343,"Answer the question concisely. Q: ""Which work by Dylan Thomas starts with the words """"To begin at the beginning""""?"" A:","['Llaregybb', 'Ocky Milkman', 'Under Milk Wood: a Play For Voices', 'Under milk wood', 'Captain Cat', 'Under Milkwood: a Play For Voices', 'UNDER MILKWOOD', 'Llaregyb', 'Under Milkwood', 'Llareggub', 'Eli Jenkins', 'Under Milk Wood', 'Reverend Eli Jenkins']"," ""Under Milk Wood""",0.868091881275177,0,0
2344,Answer the question concisely. Q: Which English TV presenter became very famous on Dec 1st 1976 when he interviewed the punk band The Sex Pistols live on TV prompting much bad langauge from the band? A:,"['Bill Grundy', 'Bill GRUNDY']", Bill Grundy.,0.8551439046859741,0,0
2345,Answer the question concisely. Q: What is the name of the strait that lies between Australia and New Guinea that links the Coral Sea to the East with the Arafura Sea to the west? A:,"['Strait of Torres', 'TORRES Strait', 'Torres Straits', 'Torres Strait']", Torres Strait.,0.8796370029449463,0,0
2346,Answer the question concisely. Q: Caroline of Brunswick was the queen consort of which British King? A:,"['George, Prince Regent', 'King George IV of the United Kingdom', 'GEORGE IV', 'George the Fourth', 'George IV of Great Britain', 'George IV of the UK', 'King George IV', 'George IV of Great Britain and Ireland', 'George IV of the United Kingdom', 'George IV', 'Regency Bill', 'George IV of England', 'George IV of Scotland', 'George IV Hanover', 'George IV of Hanover', 'George iv', 'George iv of the united kingdom', 'George IV of Britain', 'George IV (Hanover)']", George IV.,0.8526426553726196,0,0
2347,Answer the question concisely. Q: What was the name of the British teacher jailed in Sudan in 2007 for allowing a teddy bear to be called Mohammed? A:,"['Muhammad (teddy bear)', 'Teddy muhammad', 'Jillian Gibbons', 'Gillian gibbons', 'GILLIAN GIBBONS', 'Gillian Gibbons', 'Teddy bear case', 'Sara Khawad', 'Sudan teddy bear controversy', 'Muhammad teddy', 'Teddy bear controversy', 'Sudanese teddy bear blasphemy case', 'Muhammad teddy bear']", Gillian Gibbons.,0.8807292580604553,0,0
2348,Answer the question concisely. Q: In relation to phobias what word describes the fear of strangers or foreigners? A:,"['XENOPHOBIA', 'Zenophobia', 'Xenophobically', 'Xenophobic', 'Xenophobia', 'Xenophobous', 'Xenophobe (discrimination)', 'Xenophoby', 'Fear of strangers']", xenophobia.,0.8101577758789062,0,0
2349,Answer the question concisely. Q: Which Scottish author who died in 1930 had Ignatius as one of his christian names? A:,"['A Conan Doyle', 'Arthur Conan-Doyle', 'Arthur Conan Ignatius, Sir Doyle', 'ARTHUR CONAN DOYLE', 'Arthur Conan Doyle', 'Doyle, Arthur Conan', 'Doyle, Sir Arthur Conan', 'Sir Conan Doyle', 'Sir Arthur Doyle', 'Sir Arthur Conan Doyle', 'Arthur C. Doyle', 'Arthur Conan Ignatius Doyle', ""Arthur Conan Doyle's"", 'Arthur Ignatius Conan Doyle', 'Conan Doyle, Sir Arthur', 'Sir Arthur Ignatius Conan Doyle', 'Doylean', 'Conan Doyle', 'A. Conan Doyle']", James Matthew Barrie.,0.22628718614578247,1,1
2350,Answer the question concisely. Q: Which token in a game of Monopoly was once known as Rich Uncle Pennybags? A:,"['Stovepipe hat', 'Top hat', 'Gibus', 'Opera Hat', 'Gibus (hat)', '🎩', 'Chapeau claque', 'Chimneybot hat', 'Opera hat', 'Crush hat', 'Top hat (headgear)', 'Top-hat', 'Tophat', 'George Dunnage', 'Cylinder hat', 'Tophats', 'Top hats', 'Plug hats', 'TOP HAT', 'Silk hat', 'Plug hat', 'Plug-hat']", The thimble.,0.12235802412033081,1,1
2351,Answer the question concisely. Q: Aladdin Sane and Diamond Dogs were number one albums for which famous singer in the 1970's? A:,"['Hermione Farthingale', 'Ziggy Stardust (persona)', 'The Berlin Trilogy', 'Berlin Trilogy', 'Bowiesque', 'David Bowie', 'David bowie filmography', 'Davie Jones and the King Bees', 'Bowiean', 'David bowie', 'Tao Jones Index', 'Bowie, David', 'The Konrads', 'Davie Jones with the King Bees', ""David Bowie's"", 'David Bowi', 'Davis bowie', 'The Manish Boys', 'DAVID BOWIE', 'David Robert Hayward-Jones', 'Ziggy stardust (persona)', 'The King of Glitter Rock', 'David Hayward-Jones', 'The Lower Third', 'Davy Jones and the Lower Third']", David Bowie.,0.7579723596572876,0,0
2352,Answer the question concisely. Q: David Tyler is the current chairman of which leading supermarket chain? A:,"['Sainsburys.com', 'Sansburys', 'Sainsbury (J)', 'Beaumonts', 'Sainsbury (J) plc', ""SAINSBURY'S"", 'SL Shaw Ltd', ""By Sainsbury's"", ""Sainsbury's Energy"", 'Sainsburys', ""Sainsbury's Basics"", ""Sainsbury's Calais"", 'J Sainsbury PLC', 'Sainsbury’s', ""Sainsbury's Supermarkets"", 'J. Sainsbury plc', 'J Sainsbury', 'JB Beaumont', 'J Sainsbury plc', 'SL Shaw', ""J Sainsbury's"", ""Sainsbury's Entertainment"", 'J. Sainsbury', ""Sainsbury's""]", David Tyler is the current chairman of Tesco.,0.15835101902484894,1,1
2353,"Answer the question concisely. Q: ""Which """"Carry On"""" film contained the line 'Oh yes colonel, many times, but never with a daffodil'?"" A:","['Carry On Nurse', 'CARRY ON NURSE', 'Carry on Nurse']"," ""Carry On Cleo"" (1964).",0.34054315090179443,1,1
2354,"Answer the question concisely. Q: ""Which actor played the lead role of Jay Gatsby in the 1974 film """"the Great Gatsby"""""" A:","['Bob Redford', 'Charles Robert Redford', 'Zoom (restaurant)', 'Robert Redford Jr.', 'Zoom (Restaurant)', 'Robert Redford filmography', 'Robert Redford, Jr.', 'Robert Redford', 'Charles Redford', 'Charles Robert Redford, Jr.', 'ROBERT REDFORD', 'Charles Redford, Jr.']"," ""Robert Redford played the lead role of Jay Gatsby in the 1974 film """"the Great Gatsby",0.3313758373260498,1,1
2355,"Answer the question concisely. Q: Which other colour, along with yellow and green appears on the flag of Gabon? A:","['BLUE', 'Gauss-Markov assumptions', 'Best Linear Unbiased Estimator', 'Gauss-Markov theorem', 'Linear estimator', 'Gauss–Markov assumptions', 'Gauss-Markow least squares theorem', 'Best linear unbiased estimator', 'Gauss–Markov–Aitken theorem', 'Gauss-Markov model', 'Gauss-Markov-Aitken theorem', 'Gauss markov theorem', 'Gauss–Markov model', 'Gauss–Markov theorem', 'Blue (statistics)']", Red.,0.061884790658950806,1,1
2356,"Answer the question concisely. Q: ""Which snooker player had the nickname """"The Thunder from Down Under""""?"" A:","['Neil Robertson (disambiguation)', 'Neal Robertson', 'Robertson, Neil', 'NEIL ROBERTSON', 'Neill Robertson', 'Neil Robertson']"," ""Which snooker player had the nickname """"The Thunder from Down Under""""?""",0.13666117191314697,1,1
2357,"Answer the question concisely. Q: ""Who is the principal actor who plays a character named Michael Blomqvist in the 2011 film """"The Girl with the Dragon Tattoo""""?"" A:","['Dan Craig', 'Daniel Craig', 'DANIEL CRAIG', 'Daniel Craig filmography']", Daniel Craig.,0.844091534614563,0,0
2358,Answer the question concisely. Q: Originally marketed as a rat poison what is the most commonly used drug in the treatment of thrombosis and embolism? A:,"['Sofarin', 'Athrombin', 'Vampirinip III', 'Sorexa Plus', 'Sodium Coumadin', 'Kumader', 'Dethmor', 'Kypfarin', 'Rosex', 'Athrombin-K', 'Solfarin', 'Waran', 'Brumolin', 'Kumadu', 'Vampirinip II', 'Mar-Frin', 'Cumadin', 'Frass-Ratron', 'Jantoven', 'WARFARIN', 'Warf 42', 'Warfarat', 'Coumaphene', 'Coumefene', 'S-warfarin', 'Coumiden', 'Cumiden', 'Warfarin sodium', 'ATCvet code QB01AA03', 'Kumatox', 'Panwarfin', 'Warfarin', 'Place-Pax', 'Athrombine-K', 'Coumadins', 'Zoocoumarin', 'Coumafen', 'Dicusat E', 'Warferin', 'Coumadin', 'Warficide', 'ATC code B01AA03', 'Warfarine', 'Latka 42', 'Coumafene', 'Warfarin potassium', 'Temus W', 'Maveran', 'Sodium coumadin', 'Prothromadin', 'Tox-Hid', 'Warfilone', 'Marevan', 'Dethnel', 'Coumaphen', 'Co-Rax', 'Tintorane']", Hepar,0.356998085975647,1,1
2359,"Answer the question concisely. Q: ""What is the name of the short actor who plays the main role in the BBC2 comedy series""""Life's too short""""?"" A:","['Warwick Davis', 'Warwick A. Davis', 'WARWICK DAVIS', 'Warwick Ashley Davis', 'Warwick Davies']"," ""Warren Mitchell""",0.5106969475746155,0,1
2360,"Answer the question concisely. Q: Which US state lends its name to a baked pudding, made with ice cream, sponge and meringue? A:","['Forty-ninth State', 'Arasuka', 'Alaska, United States', 'Alyaska', 'Religion in Alaska', 'Forty-Ninth State', 'Аляска', 'Alaska City, Alaska', 'ALASKA', 'Alaska (U.S. state)', 'Alaska, USA', 'Education in Alaska', 'Rail transport in Alaska', 'Town (Alaska)', 'Alasca', 'Alaskan', '49th State', 'Alaska', 'Alaska Heritage Resources Survey', 'Alaskans', 'Elaska', 'State of Alaska', 'Alaksa', 'City (Alaska)', 'US-AK', 'Culture of Alaska', 'Ulaska', 'Largest US state', 'AlaskA', 'Film industry in Alaska', 'Recording District (Alaska)', 'Alaska (state)']", Florida.,0.4401920437812805,1,1
2361,Answer the question concisely. Q: The human brain is made up of between 10 billion and 100 billion nerve cells known as what? A:,"['Brain cells', 'Neural cell', 'Nerve sheath', 'Nueron', 'Neurone', 'Neuronal loss', 'Neurocyte', 'Neuron', 'Nerve-cell', 'Nerve cells', 'Neurocytes', 'Nerve cell', 'Neurons', 'NEURONS', 'Neuronal', 'Neurones', 'Human brain cell']", Neurons.,0.7854675650596619,0,0
2362,Answer the question concisely. Q: Which microprocessor was introduced by Intel in 1993? A:,"['Intel Pentium Processor', 'Pentium (disambiguation)', 'Pentium processor', 'Pentium', 'Pentium brand', 'Pentium family', 'Pentium E', 'Intel Pentium', 'Pentium (brand)', 'PENTIUM', 'Pentium (trademark)']", Pentium.,0.5867769718170166,0,0
2363,Answer the question concisely. Q: The upper house of the Canadian parliament is known as the Senate; what is the lower house called? A:,"['HOUSE OF COMMONS', 'House of commons', 'House of Commons', 'House Of Commons']", The House of Commons.,0.6829051375389099,0,0
2364,Answer the question concisely. Q: In which northern English city will you find the Royal Armouries Museum? A:,"['Leeds, UK', ""St Margaret's Primary School, Horsforth"", 'ST Margarets Primary School', 'St Margarets Primary School', 'St margarets school', 'City of leeds transport area', 'The weather in Leeds', 'Leeds, Yorkshire', 'Knightsbridge of the North', 'Shakespeare Primary School', 'Higher Education in Leeds', 'Leeds, England', 'Leeds, West Yorkshire', 'Leeds', 'Leodis', 'LEEDS', 'Leeds – Bradford, UK', 'Leodensian', 'UN/LOCODE:GBLBA']", Leeds.,0.6432950496673584,0,0
2365,Answer the question concisely. Q: Where in the west country can you find a branch of the Tate Gallery? A:,"['St.Ives', 'Saint Ives', 'St. Ives', 'St. Ives (film)', 'Saint Yvo', 'Saint Ivo', 'ST IVES', 'St Ives, United Kingdom', 'St Ives (film)', 'St Ives', 'St Ives (disambiguation)']", In the Tate Gallery,0.1067129522562027,1,1
2366,Answer the question concisely. Q: The Nazi regime was Germany's Third Reich; which was the first Reich? A:,"['Sacro Romano Impero', 'Holy Roman empire', 'Holy roman', 'HREGN', 'Empire of the germans', '13th century in Germany', 'Late medieval Germany', 'Czech Republic/Sacrum', 'Roman-German Empire', 'Germany in the 15th century', 'Holy-Roman Empire', 'The First Reich', 'Holy roman empire', '15th-century Germany', 'Heiliges Roemisches Reich Deutscher Nation', 'The 1st Reich', 'Heiliges Römisches Reich Deutscher Nation', 'Late Medieval Germany', '1st Reich', 'Holy Roman Empire of the German nation', 'Imperium Romanum Sacrum', 'German Late Middle Ages', 'HOLY ROMAN EMPIRE', 'Great Interregnum', 'Roman Empire of the German Nation', '12th century in Germany', 'Holy Rome', 'Holy Roman Empire (of the German nation)', 'Holy Roman Realm of the German Nation', 'Roman Holy Empire', 'First German Reich', 'First Reich', 'Holy Roman Empire of the German Nation', 'Ottonian empire', 'Holy Roman Empire of German Nation', '14th century in Germany', 'I Reich', 'Imperial court (Holy Roman Empire)', 'Holy Roman Empire', 'Empire of the german nation', 'Holy Roman', 'Teutonic Empire', 'Sacrum Romanum Imperium', 'Heiliges Romisches Reich Deutscher Nation', 'Holy Reich', '15th century in Germany', 'First German Empire', 'The Holy Roman Empire']"," The first Reich was the Holy Roman Empire, which lasted from 962 to 1806.",0.3564545512199402,1,0
2367,Answer the question concisely. Q: In 1992 Durham joined the County Cricket Championship; which county was the last one to join before Durham? A:,"['County of Glamorgan', 'Morgannŵg', 'The Van, Glamorganshire', 'Kingdom of Glamorgan', 'Glamorganshire', 'Glamorgan', 'GLAMORGAN', 'Glamorgan County Council', 'North Glamorgan', 'Glamorgan, Wales']", Northamptonshire.,0.4384210705757141,1,1
2368,"Answer the question concisely. Q: Which county won the County Cricket Championship in 1959, after Surrey had won seven consecutive titles from 1952 to 1958? A:","['County Yorkshire', 'Yorks', 'Yorkshuh', 'Yorkshire (England)', 'Yorkshiremen', 'Name of Yorkshire', 'Yorkshire County', 'Vorkshire', 'Yorkshire', 'York County, England', 'Counties of Yorkshire', 'County of Yorkshire', 'Yorkshire (UK)', 'Yorkshireman', 'Yorkshire, England', 'YORKSHIRE', 'Yorkshire (traditional)', ""God's own county""]", Yorkshire.,0.686509370803833,0,0
2369,Answer the question concisely. Q: Who is the only person allowed to consume alcohol in the chamber of the British House of Commons and even then on only one special day of the year? A:,"['Chancellor of the exchequer', 'CHANCELLOR OF THE EXCHEQUER', 'Chancellor of the Exchequer', 'Chancellor Of the Exchequer Treasury', 'Chancellor of the Exchquer', 'The Chancellor of the Exchequer', 'British Chancellor', 'Chancellor of the Exchequer of England']", The Speaker of the House.,0.28370484709739685,1,1
2370,Answer the question concisely. Q: The magic lantern was an early form of what item of photographic equipment? A:,"['SLIDE PROJECTOR', 'Slide projectors', 'Slide projector', 'Slide projection', 'Film slides']", The magic lantern was an early form of slide projector.,0.32373541593551636,1,0
2371,"Answer the question concisely. Q: What name is given to the Middle Eastern dish of deep fried balls of ground chickpeas or Fava Beans, usually served in Pitta Bread? A:","['Falaffle', 'Falafil', 'Falafels', 'Falavel', 'Fallafel', 'Falafle', 'FALAFEL', 'Fulafel', 'Falāfil', 'Filafel', 'Falafel', 'Falefel', 'Falafal', 'פלאפל', 'Falāfel', 'Felafel', 'Flafel']", Falafel.,0.9191292524337769,0,0
2372,Answer the question concisely. Q: what is chased down Cooper's Hill in Gloucestershire in a traditional race every Spring Bank Holiday? A:,"['Lower Hutt City', 'A CHEESE', 'Hutt City Council', 'Lower Hutt, New Zealand', 'Lower hutt', 'The Cheese', 'Hutt City', 'Lower Hutt', 'Lower Hutt CBD', 'Hutt City, New Zealand', 'Lower Hutt, Wellington']", a cheese.,0.3979916572570801,1,0
2373,Answer the question concisely. Q: On which river does Cardiff stand? A:,"['Taff', 'Taff (disambiguation)', 'TAFF']", The River Taff.,0.3914453387260437,1,0
2374,Answer the question concisely. Q: What was the name of the USAAF B-17 Flying Fortress whose aircrew were the first to complete 25 missions in Europe during World War II ? A:,"['Memphis Belle', 'MEMPHIS BELLE', 'Memphis Belle (disambiguation)']", The Memphis Belle.,0.5955391526222229,0,0
2375,"Answer the question concisely. Q: ""Used to describe insects such as the Mayfly that only live for a short time, what word derives from the Greek for """"living a day""""?"" A:","['Ephemeralities', 'Ephemeral creek', 'Ephemoral', 'Ephemerality', 'EPHEMERAL', 'Ephemeral river', 'Ephemeral', 'Ephemeral waterbody', 'Ephemeral channel', 'Ephemerally', 'Ephemeralness']", ephemeral.,0.7650964260101318,0,0
